,time_index,service,rate,error_rate,duration
2192,199,Shipping Cost Service,894,0.0004724551400513855,0.1755227007510452
2193,199,Caching Service,884,0.005322406657428255,2.875677372710696
2194,199,Product Service,910,0.030756084185958415,3.0362422293128324
2195,199,Auth Service,910,0.00421196868551973,0.1579896385579833
2196,199,Order Service,915,0.023663363341985138,1.1312838643334027
2197,199,API,910,0.057677476248300885,5.005135984139283
2198,199,www,910,0.057677476248300885,5.217173324976247
2199,199,Website,910,0.057677476248300885,5.4649649699804215
2200,200,Product DB,883,0.010715842950860383,0.29804749558745613
2201,200,Customer DB,921,0.0012250837878472994,0.04344959278578358
2202,200,Order DB,886,0.007726237105931014,0.04623345994380692
2203,200,Shipping Cost Service,897,0.01800368733772167,0.10643295585222153
2204,200,Caching Service,883,0.11609010738692271,2.184415720297268
2205,200,Product Service,921,0.13306711286849315,2.3382292499254924
2206,200,Auth Service,921,0.016465552731969785,0.20896303884632098
2207,200,Order Service,886,0.022406803543767978,0.6059755593420315
2208,200,API,921,0.16644699035347277,3.6728453924599527
2209,200,www,921,0.16644699035347277,4.108810145056212
2210,200,Website,921,0.16644699035347277,4.1290871312169255
2211,201,Product DB,890,0.0037313511367827665,0.11884205314844698
2212,201,Customer DB,902,8.742846857817063e-05,0.24318537791259415
2213,201,Order DB,909,0.01645340564364108,0.015544325550189959
2214,201,Shipping Cost Service,912,0.0004516889596183691,0.4880974282543513
2215,201,Caching Service,890,0.1259429194947154,2.2079428737303575
2216,201,Product Service,902,0.12641410438312595,2.351388560612192
2217,201,Auth Service,902,0.014470135471907102,0.5495369175318254
2218,201,Order Service,909,0.01645340564364108,0.749455699915218
2219,201,API,902,0.1532204877858654,4.162014878412696
2220,201,www,902,0.1532204877858654,4.233221960237643
2221,201,Website,902,0.1532204877858654,4.494428673013865
2222,202,Product DB,887,0.0022412490748485565,0.006234071216982017
2223,202,Customer DB,907,0.011628104860449327,0.05608315651114041
2224,202,Order DB,889,0.004590059852005297,0.06117176982869026
2225,202,Shipping Cost Service,859,0.00717722276393131,0.22462344009642524
2226,202,Caching Service,887,0.09667093214420296,2.3127427756678673
2227,202,Product Service,907,0.1135829416331654,2.493626440705671
2228,202,Auth Service,907,0.011628104860449327,0.35353410268697744
2229,202,Order Service,889,0.012646257286542817,0.7598076511857009
2230,202,API,907,0.13496980091480737,4.180155392925892
2231,202,www,907,0.13496980091480737,4.349098918062709
2232,202,Website,907,0.13496980091480737,4.42123542058636
2233,203,Product DB,910,0.005589839757578526,0.03669146252099461
2234,203,Customer DB,910,0.03623549972225472,0.14550663971238118
2235,203,Order DB,907,0.01447555190429616,0.051890696361073865
2236,203,Shipping Cost Service,876,0.00598823446610885,0.14662788620461398
2237,203,Caching Service,910,0.07909887701901332,2.111290581393661
2238,203,Product Service,910,0.11778293798298778,2.287099949984108
2239,203,Auth Service,910,0.03776642629809345,0.42633474905606517
2240,203,Order Service,907,0.01447555190429616,0.6796998403723857
2241,203,API,910,0.16338940338090024,4.025083870797332
2242,203,www,910,0.16338940338090024,4.104191380129623
2243,203,Website,910,0.16338940338090024,4.16109011941909
2244,204,Product DB,922,0.003955101232373042,0.5065925578676967
2245,204,Customer DB,964,0.019652329019237497,0.1328053993047926
2246,204,Order DB,887,0.010582870130367034,0.07951471920894343
2247,204,Shipping Cost Service,916,0.004041553249929553,0.24153138770939653
2248,204,Caching Service,922,0.08045527227275429,2.1442103597323685
2249,204,Product Service,964,0.10216982109370354,2.4828914704858676
2250,204,Auth Service,964,0.019652329019237497,0.23296015645418472
2251,204,Order Service,887,0.010582870130367034,0.7335422644436278
2252,204,API,964,0.1291291663894184,4.3121587904606455
2253,204,www,964,0.1291291663894184,4.475021876887677
2254,204,Website,964,0.1291291663894184,4.957015566857665
2255,205,Product DB,908,0.006087798651704559,0.12336520747603306
2256,205,Customer DB,918,0.007198820570914668,0.09481895491401456
2257,205,Order DB,889,0.005223211415904236,0.029077271078179468
2258,205,Shipping Cost Service,897,0.002618926869566607,0.1660261853234436
2259,205,Caching Service,908,0.006087798651704559,2.2551601163126613
2260,205,Product Service,918,0.0638345446499733,2.4695022185492146
2261,205,Auth Service,918,0.007198820570914668,0.5162143790828649
2262,205,Order Service,889,0.005223211415904236,0.6769507419477998
2263,205,API,918,0.07542842115977322,4.270378558472103
2264,205,www,918,0.07542842115977322,4.312387746412738
2265,205,Website,918,0.07542842115977322,4.527194363148998
2266,206,Product DB,874,0.02997716402149181,0.12858306183576293
2267,206,Customer DB,927,0.009805312227800456,0.05263248584252175
2268,206,Order DB,931,0.0017801566089120475,0.021706866726833474
2269,206,Shipping Cost Service,883,0.012260876965806343,0.1776510149350916
2270,206,Caching Service,874,0.10363836568561396,2.1680107317508437
2271,206,Product Service,927,0.12330988895073858,2.2902838405559782
2272,206,Auth Service,927,0.009805312227800456,0.2512329168711669
2273,206,Order Service,931,0.005544185239610621,0.5468425884006098
2274,206,API,927,0.13671898255247916,3.782417012009031
2275,206,www,927,0.13671898255247916,4.123365018725849
2276,206,Website,927,0.13671898255247916,4.31313676003789
2277,207,Product DB,873,0.0055095810787057905,0.1521937108890866
2278,207,Customer DB,874,0.007935517107745314,0.2105006362183635
2279,207,Order DB,852,0.017388861142342952,0.4100380165668738
2280,207,Shipping Cost Service,894,0.010809048316979446,0.34062562345912567
2281,207,Caching Service,873,0.0055095810787057905,2.257241657325422
2282,207,Product Service,874,0.024065568999053988,2.60226609423817
2283,207,Auth Service,874,0.007935517107745314,0.5763542097877106
2284,207,Order Service,852,0.017388861142342952,1.123520208607611
2285,207,API,874,0.04864583287028956,4.944295799942478
2286,207,www,874,0.04864583287028956,4.982698470528966
2287,207,Website,874,0.04864583287028956,5.068703718753234
2288,208,Product DB,889,3.164544464995142e-05,0.23017727970588953
2289,208,Customer DB,911,0.004251254253588577,0.13934955310120326
2290,208,Order DB,883,0.03811707197678677,0.4722184516146479
2291,208,Shipping Cost Service,909,0.020872309434935704,0.12732053627131343
2292,208,Caching Service,889,3.164544464995142e-05,2.4195113833194135
2293,208,Product Service,911,0.02506568340057358,2.6266861595429742
2294,208,Auth Service,911,0.020866403915928727,0.5051767728291607
2295,208,Order Service,883,0.03811707197678677,1.0218281215286145
2296,208,API,911,0.08179526833859385,4.698456013688903
2297,208,www,911,0.08179526833859385,4.740638009772017
2298,208,Website,911,0.08179526833859385,4.7861020909902665
2299,209,Product DB,893,0.0015321992875243534,0.09594651419489723
2300,209,Customer DB,856,0.00047244499503588423,0.06335424645890937
2301,209,Order DB,933,0.0039499200458438565,0.02476390152267573
2302,209,Shipping Cost Service,876,0.00761551971274797,0.312317456505036
2303,209,Caching Service,893,0.0596074601624444,2.231218737020993
2304,209,Product Service,856,0.06720993838446665,2.3554297637085035
2305,209,Auth Service,856,0.005392159430986966,0.38203486851738894
2306,209,Order Service,933,0.0039499200458438565,0.6866452448549771
2307,209,API,856,0.07590427015415135,3.979614272112494
2308,209,www,856,0.07590427015415135,4.2111437570481
2309,209,Website,856,0.07590427015415135,4.3917462870084805
2310,210,Product DB,965,0.04408700615546971,0.3220719177227074
2311,210,Customer DB,940,0.006553770098578187,0.21939660831285202
2312,210,Order DB,886,0.0016278910356575564,0.09754428504591112
2313,210,Shipping Cost Service,919,0.0005044770846270605,0.5247065167742622
2314,210,Caching Service,965,0.14529950333922229,2.134635345161602
2315,210,Product Service,940,0.15132936487854642,2.330422012134158
2316,210,Auth Service,940,0.006553770098578187,0.40824118147118826
2317,210,Order Service,886,0.0016278910356575564,0.685548709449403
2318,210,API,940,0.15826384611239186,3.9557072375615823
2319,210,www,940,0.15826384611239186,4.117492374808399
2320,210,Website,940,0.15826384611239186,4.2224654599706755
2321,211,Product DB,902,0.013685399600685318,0.30881952522959594
2322,211,Customer DB,911,0.022073392432883254,0.22498910396669378
2323,211,Order DB,863,0.0021650390292759208,0.08195416205013159
2324,211,Shipping Cost Service,939,0.006536588660669597,0.13805765332911402
2325,211,Caching Service,902,0.013685399600685318,2.4282448274929402
2326,211,Product Service,911,0.0417615315773191,2.850845349496932
2327,211,Auth Service,911,0.022073392432883254,0.529120396314916
2328,211,Order Service,863,0.00502310902717908,0.6816661893820128
2329,211,API,911,0.06762019497494043,4.71235173368901
2330,211,www,911,0.06762019497494043,4.8096597295411945
2331,211,Website,911,0.06762019497494043,4.812291674206576
2332,212,Product DB,904,0.03156965617618166,0.5304484391939598
2333,212,Customer DB,927,0.036052228448616205,0.30866585435150007
2334,212,Order DB,924,0.003723034851685445,0.622142410273683
2335,212,Shipping Cost Service,938,0.0047436756448886236,0.21429899166491612
2336,212,Caching Service,904,0.03156965617618166,2.7301739776693963
2337,212,Product Service,927,0.0709120265710852,2.8485312690396363
2338,212,Auth Service,927,0.036052228448616205,0.6458835732039137
2339,212,Order Service,924,0.011230164330764176,1.233947567938063
2340,212,API,927,0.11446536693331155,5.346527142561977
2341,212,www,927,0.11446536693331155,5.454274468435163
2342,212,Website,927,0.11446536693331155,5.848079631509467
2343,213,Product DB,872,0.0025446410153577327,0.06850004300766159
2344,213,Customer DB,913,0.009594895713790198,0.1120936534396304
2345,213,Order DB,960,0.0025865898582426608,0.000980497348950243
2346,213,Shipping Cost Service,934,0.0030994776451250886,0.285380584341709
2347,213,Caching Service,872,0.0025446410153577327,2.208560075006795
2348,213,Product Service,913,0.01517704826188604,2.632162238751112
2349,213,Auth Service,913,0.009594895713790198,0.2697922392092
2350,213,Order Service,960,0.010386856185652348,0.5537223948775896
2351,213,API,913,0.03475738790329841,4.026609638365237
2352,213,www,913,0.03475738790329841,4.221889618390364
2353,213,Website,913,0.03475738790329841,4.574911248754875
2354,214,Product DB,936,0.0001167018447364416,0.02637714710660365
2355,214,Customer DB,912,0.004277895406757921,0.09615189122016864
2356,214,Order DB,927,0.01992945243198393,0.21259371657949708
2357,214,Shipping Cost Service,901,0.0017114938576919694,0.2901671786712198
2358,214,Caching Service,936,0.0001167018447364416,2.2661881109498934
2359,214,Product Service,912,0.01981652656319518,2.3985664288091453
2360,214,Auth Service,912,0.010921997679963609,0.24156681635927496
2361,214,Order Service,927,0.01992945243198393,1.0362087295988045
2362,214,API,912,0.04984325211336671,4.262044687896667
2363,214,www,912,0.04984325211336671,4.306775169224652
2364,214,Website,912,0.04984325211336671,4.45743817246869
2365,215,Product DB,948,0.02740664344194327,0.18311077000559173
2366,215,Customer DB,939,0.024699373090503497,0.19672007795549884
2367,215,Order DB,887,0.00013666687918886914,0.2228325462620568
2368,215,Shipping Cost Service,892,0.056556121563948555,0.48473508190497727
2369,215,Caching Service,948,0.02740664344194327,2.345547977892117
2370,215,Product Service,939,0.1050765813403407,2.704367285071578
2371,215,Auth Service,939,0.024699373090503497,0.4029013376169587
2372,215,Order Service,887,0.026863780726383877,0.8367351149768696
2373,215,API,939,0.15062785694837244,4.52261528155811
2374,215,www,939,0.15062785694837244,4.569641066589137
2375,215,Website,939,0.15062785694837244,4.6862713865639956
2376,216,Product DB,917,0.005550561911071263,0.03470871121289087
2377,216,Customer DB,918,0.015526112316515048,0.261923332245321
2378,216,Order DB,906,0.00012437331656137737,0.2543164388555829
2379,216,Shipping Cost Service,902,0.0027743470223521695,0.2867886449110154
2380,216,Caching Service,917,0.10508633375730474,2.110882607535769
2381,216,Product Service,918,0.12142511666997768,2.221621987638997
2382,216,Auth Service,918,0.015526112316515048,0.4457496855019478
2383,216,Order Service,906,0.007160466118976933,0.9584430957482799
2384,216,API,918,0.14125929981124719,4.1386017831486965
2385,216,www,918,0.14125929981124719,4.368487283559381
2386,216,Website,918,0.14125929981124719,4.868648163976615
2387,217,Product DB,958,0.00564462002007385,0.006487765977842239
2388,217,Customer DB,891,0.004989502298079746,0.22765982278928376
2389,217,Order DB,885,0.004430004854216944,0.015583146257340653
2390,217,Shipping Cost Service,923,0.005196223823586286,0.3926686253539303
2391,217,Caching Service,958,0.15249300081849126,2.1170590811581156
2392,217,Product Service,891,0.16110350204820834,2.4107065275125388
2393,217,Auth Service,891,0.005470226341129033,0.6678247341386031
2394,217,Order Service,885,0.011809668420665062,0.766343172649026
2395,217,API,891,0.1755453512270151,4.44426605719002
2396,217,www,891,0.1755453512270151,4.628355527767082
2397,217,Website,891,0.1755453512270151,4.894099529892339
2398,218,Product DB,915,0.011861748100757423,0.2362300268193958
2399,218,Customer DB,873,0.04625626495602996,0.35826574411686996
2400,218,Order DB,907,0.0037828377359110667,0.6176979100091561
2401,218,Shipping Cost Service,889,0.002689338071736847,0.3987798705386695
2402,218,Caching Service,915,0.17873467894339146,2.220921888451657
2403,218,Product Service,873,0.2188298409617515,2.4103223846832145
2404,218,Auth Service,873,0.04625626495602996,0.7171931106685755
2405,218,Order Service,907,0.015312168799454094,1.5390171210631012
2406,218,API,873,0.26637197403075186,5.311548265440081
2407,218,www,873,0.26637197403075186,5.506006158080542
2408,218,Website,873,0.26637197403075186,5.522771774986041
2409,219,Product DB,930,0.04153070910833958,0.2508162404530377
2410,219,Customer DB,943,0.0034816288723385834,0.05536970789544476
2411,219,Order DB,882,0.00014844820822945565,0.057266890421398445
2412,219,Shipping Cost Service,889,0.0067869803511116855,0.23129032936527105
2413,219,Caching Service,930,0.04153070910833958,2.384514106546373
2414,219,Product Service,943,0.05135020732257545,2.500322950797233
2415,219,Auth Service,943,0.01417266788657983,0.23351104941233172
2416,219,Order Service,882,0.004742674772998701,0.8067044801433966
2417,219,API,943,0.06923047843429186,4.290934651976659
2418,219,www,943,0.06923047843429186,4.5649454057574
2419,219,Website,943,0.06923047843429186,4.691859756146923
2420,220,Product DB,874,0.013297809975898809,0.18605115933732463
2421,220,Customer DB,865,0.001021313927039851,0.02547964491165111
2422,220,Order DB,917,0.012685851201562804,0.17216549057426755
2423,220,Shipping Cost Service,923,0.02663777634848147,0.1635327270515385
2424,220,Caching Service,874,0.11642847575586346,2.16177127454661
2425,220,Product Service,865,0.1408432222764613,2.3525011075350952
2426,220,Auth Service,865,0.0019265314365718715,0.4113625608605743
2427,220,Order Service,917,0.02143982807564405,0.8313582167850284
2428,220,API,865,0.1608831013785904,4.400399394383723
2429,220,www,865,0.1608831013785904,4.549022964627603
2430,220,Website,865,0.1608831013785904,4.797014480302699
2431,221,Product DB,895,0.009514894659489341,0.30643457631033577
2432,221,Customer DB,899,0.0025960433638487572,0.1102236960441959
2433,221,Order DB,841,0.06095290985366879,0.18783222581627587
2434,221,Shipping Cost Service,902,0.015079916067736081,0.11088229866456878
2435,221,Caching Service,895,0.12651256668397706,2.1739647707411685
2436,221,Product Service,899,0.14191809973187564,2.351648116819665
2437,221,Auth Service,899,0.0030821192463101016,0.2829608992004641
2438,221,Order Service,841,0.06095290985366879,0.6922371331305621
2439,221,API,899,0.19670419637040248,3.8461728746749517
2440,221,www,899,0.19670419637040248,4.413356297050209
2441,221,Website,899,0.19670419637040248,4.82656160325762
2442,222,Product DB,916,0.006741388630384005,0.1432911195655597
2443,222,Customer DB,971,0.014944426144307516,0.13690585177893697
2444,222,Order DB,933,0.008298725775095656,0.08300705335063535
2445,222,Shipping Cost Service,889,0.014163198880309839,0.35442949686778313
2446,222,Caching Service,916,0.006741388630384005,2.435869657996504
2447,222,Product Service,971,0.03544255385121642,2.639383780796143
2448,222,Auth Service,971,0.014944426144307516,0.2584195187854318
2449,222,Order Service,933,0.02139320468950242,0.7917051541265598
2450,222,API,971,0.07018390838928601,4.2988347887754115
2451,222,www,971,0.07018390838928601,4.337204878798837
2452,222,Website,971,0.07018390838928601,4.434426479605351
2453,223,Product DB,944,0.015295567410044529,0.08281099103414356
2454,223,Customer DB,895,0.01327210608845037,0.13290242466190136
2455,223,Order DB,921,0.017511317825208636,0.09523486729815424
2456,223,Shipping Cost Service,879,0.010765850247859607,0.13053021611983526
2457,223,Caching Service,944,0.015295567410044529,2.271788195651469
2458,223,Product Service,895,0.038825149573089246,2.6428866130345336
2459,223,Auth Service,895,0.016954479719822294,0.26128365899083505
2460,223,Order Service,921,0.017511317825208636,0.6018390740039602
2461,223,API,895,0.07166743909411122,4.234134010451594
2462,223,www,895,0.07166743909411122,4.342118151189286
2463,223,Website,895,0.07166743909411122,4.420310509005715
2464,224,Product DB,893,0.0007177413250120238,0.030593425768325962
2465,224,Customer DB,869,0.004126002561761837,0.026101033913467683
2466,224,Order DB,924,0.005050659839145507,0.0702532919647666
2467,224,Shipping Cost Service,890,0.008522516422292072,0.14091636871310997
2468,224,Caching Service,893,0.0007177413250120238,2.174056815807534
2469,224,Product Service,869,0.013322043258301663,2.702946936996038
2470,224,Auth Service,869,0.00791750721163966,0.365948062771348
2471,224,Order Service,924,0.009863086165236254,0.7411633380931045
2472,224,API,869,0.030788712077634228,4.640004414065703
2473,224,www,869,0.030788712077634228,4.834067021301873
2474,224,Website,869,0.030788712077634228,5.056356740637107
2475,225,Product DB,901,0.0001921792910879524,0.17731820800354134
2476,225,Customer DB,880,0.0007026681751536997,0.41094459298308283
2477,225,Order DB,920,0.03323918881250543,0.03251818262640834
2478,225,Shipping Cost Service,885,0.00041700981995007065,0.48094605445720406
2479,225,Caching Service,901,0.0001921792910879524,2.349705229572975
2480,225,Product Service,880,0.014260471693379765,2.5296483433289603
2481,225,Auth Service,880,0.0181693779896623,0.977623849408979
2482,225,Order Service,920,0.03323918881250543,0.734859474088113
2483,225,API,880,0.0643406051017349,4.775666481489322
2484,225,www,880,0.0643406051017349,4.802664938523531
2485,225,Website,880,0.0643406051017349,5.045314237740538
2486,226,Product DB,902,0.007522890390877346,0.19623364117360897
2487,226,Customer DB,861,0.01028380428628243,0.3377385304663304
2488,226,Order DB,917,0.008847070830167843,0.3391301729810774
2489,226,Shipping Cost Service,935,0.001779615776615754,0.508733891154315
2490,226,Caching Service,902,0.13971675876437556,2.112826460847989
2491,226,Product Service,861,0.15007897264330994,2.290688521877608
2492,226,Auth Service,861,0.01028380428628243,0.5512846992381469
2493,226,Order Service,917,0.008847070830167843,0.9384440539196168
2494,226,API,861,0.1662613785483833,4.647655932259721
2495,226,www,861,0.1662613785483833,4.87426091267966
2496,226,Website,861,0.1662613785483833,5.2158330318944
2497,227,Product DB,888,0.017820565023036045,0.19651346832975497
2498,227,Customer DB,887,0.025428654216066243,0.009314897245580885
2499,227,Order DB,928,0.007933938975912425,0.6105004910876592
2500,227,Shipping Cost Service,891,0.019342036294278133,0.2161711916443347
2501,227,Caching Service,888,0.10165755412897298,2.1169051568549566
2502,227,Product Service,887,0.1414351232425446,2.242692779658085
2503,227,Auth Service,887,0.025428654216066243,0.16340739474343993
2504,227,Order Service,928,0.007933938975912425,1.392650694802532
2505,227,API,887,0.16990585901388544,4.354308608967914
2506,227,www,887,0.16990585901388544,4.425790127648908
2507,227,Website,887,0.16990585901388544,4.598736536832983
2508,228,Product DB,905,0.0025467870215875902,0.7854021675917497
2509,228,Customer DB,927,0.0023629221047433546,0.13165559123389137
2510,228,Order DB,934,0.016772592107724325,0.06442040464461128
2511,228,Shipping Cost Service,891,0.00016213498399297285,0.309673242008769
2512,228,Caching Service,905,0.12680058222485238,2.1749189633782122
2513,228,Product Service,927,0.1290051260711157,2.4068625247333895
2514,228,Auth Service,927,0.008428765112733319,0.3595481910277649
2515,228,Order Service,934,0.016772592107724325,1.004331772583094
2516,228,API,927,0.15083224453051913,4.3102098517835135
2517,228,www,927,0.15083224453051913,4.500880533595336
2518,228,Website,927,0.15083224453051913,4.524882005963123
2519,229,Product DB,899,0.0022534838980296143,0.1280009266183678
2520,229,Customer DB,896,0.032827171731970646,0.15808253276902717
2521,229,Order DB,923,0.0022180715606348487,0.10595531675694814
2522,229,Shipping Cost Service,895,0.028324878861584295,0.310542188005966
2523,229,Caching Service,899,0.0022534838980296143,2.4549493145637302
2524,229,Product Service,896,0.06233999901472287,2.7188409645847313
2525,229,Auth Service,896,0.032827171731970646,0.4060308000584879
2526,229,Order Service,923,0.012610209853087414,0.7077027021486445
2527,229,API,896,0.10455666286377807,4.563406623873434
2528,229,www,896,0.10455666286377807,4.568431200312457
2529,229,Website,896,0.10455666286377807,5.015917600851885
2530,230,Product DB,911,0.002123674981050848,0.15565296652526933
2531,230,Customer DB,858,0.0035930199441388234,0.42415491632987323
2532,230,Order DB,934,0.009048118408974657,0.27383239005154597
2533,230,Shipping Cost Service,944,0.01151372699359016,0.23013820651278583
2534,230,Caching Service,911,0.0728771327117388,2.1710429477629813
2535,230,Product Service,858,0.08684458905512438,2.396408504333093
2536,230,Auth Service,858,0.0035930199441388234,0.5809930197826169
2537,230,Order Service,934,0.04906062934075213,0.7796684495324613
2538,230,API,858,0.1347645865870447,4.427125860058662
2539,230,www,858,0.1347645865870447,4.714473638701395
2540,230,Website,858,0.1347645865870447,4.801482189984888
2541,231,Product DB,911,0.00921486412526712,0.16930498738574445
2542,231,Customer DB,870,0.004622678042868583,0.410542221277664
2543,231,Order DB,909,0.0058537581021477205,0.1546306817963502
2544,231,Shipping Cost Service,876,0.022225731491674908,0.19076094127115528
2545,231,Caching Service,911,0.11092684560433229,2.220646715258373
2546,231,Product Service,870,0.13470570024920991,2.400230125268074
2547,231,Auth Service,870,0.00891426360027775,0.5863333179752618
2548,231,Order Service,909,0.023814211677997847,1.0678517029390586
2549,231,API,870,0.16284177334258643,4.6892421538124776
2550,231,www,870,0.16284177334258643,4.695653398771142
2551,231,Website,870,0.16284177334258643,4.767339775298965
2552,232,Product DB,862,0.00031744448634880775,0.05014182364284436
2553,232,Customer DB,908,0.00541400180305228,0.48401994889219413
2554,232,Order DB,887,0.02160968745902903,0.014730695546177348
2555,232,Shipping Cost Service,871,0.017433285174736,0.136414142376657
2556,232,Caching Service,862,0.08606486208226245,2.179239813150749
2557,232,Product Service,908,0.10685953975193041,2.3794541815751846
2558,232,Auth Service,908,0.03145301633835533,0.6671390301019848
2559,232,Order Service,887,0.02160968745902903,0.5885558459193169
2560,232,API,908,0.15364492893565285,4.4529230136612
2561,232,www,908,0.15364492893565285,4.888554710564705
2562,232,Website,908,0.15364492893565285,4.889586127311748
2563,233,Product DB,924,0.0015569400324417497,0.005868451272641167
2564,233,Customer DB,880,0.046899962613132555,0.25948045472302267
2565,233,Order DB,875,0.011480748636213432,0.28328449040050757
2566,233,Shipping Cost Service,956,0.01483885863965093,0.22860453044068585
2567,233,Caching Service,924,0.09493164455457051,2.119268462494256
2568,233,Product Service,880,0.15017962296809084,2.228422500513422
2569,233,Auth Service,880,0.046899962613132555,0.4640463167144611
2570,233,Order Service,875,0.026392303489127654,0.8885288780915526
2571,233,API,880,0.2114129781777183,4.269006358692777
2572,233,www,880,0.2114129781777183,4.2933782779861485
2573,233,Website,880,0.2114129781777183,4.496875346116095
2574,234,Product DB,894,0.0050185915038537384,0.27795842068731375
2575,234,Customer DB,859,0.00014698641086629202,0.057612988071064936
2576,234,Order DB,909,0.0068078115119102325,0.044557664306561384
2577,234,Shipping Cost Service,911,0.00317689020860012,0.21247711487218496
2578,234,Caching Service,894,0.0050185915038537384,2.3928062600255537
2579,234,Product Service,859,0.010315038591275073,2.6827058278872467
2580,234,Auth Service,859,0.009058001403039397,0.24578797305089514
2581,234,Order Service,909,0.008561390335934956,0.7954246421705581
2582,234,API,859,0.027675936460643702,4.2309670167356765
2583,234,www,859,0.027675936460643702,4.326329741155088
2584,234,Website,859,0.027675936460643702,4.775993651867386
2585,235,Product DB,932,0.004462733112739546,0.04512530971450979
2586,235,Customer DB,920,0.00012702610757266613,0.7900836355735104
2587,235,Order DB,926,0.004055974093863049,0.33722475801167695
2588,235,Shipping Cost Service,851,0.008581751393316165,0.27458635664559566
2589,235,Caching Service,932,0.004462733112739546,2.1807975091997087
2590,235,Product Service,920,0.013131560422282362,2.322548454229451
2591,235,Auth Service,920,0.022994642507512323,0.9177779046507037
2592,235,Order Service,926,0.016403681935733314,0.8470370077132451
2593,235,API,920,0.05164027976824126,4.6021520939188365
2594,235,www,920,0.05164027976824126,4.8336598915706155
2595,235,Website,920,0.05164027976824126,5.027787932534859
2596,236,Product DB,883,0.00343883886031488,0.22603762183570741
2597,236,Customer DB,918,0.004814182357276616,0.06315065450752173
2598,236,Order DB,941,0.0030123902759413004,0.03848380891707786
2599,236,Shipping Cost Service,913,0.009931065885471284,0.16383050763137516
2600,236,Caching Service,883,0.00343883886031488,2.3755502669414117
2601,236,Product Service,918,0.018085735018981808,2.7374739991137496
2602,236,Auth Service,918,0.004814182357276616,0.23808522767980128
2603,236,Order Service,941,0.0030123902759413004,0.7068114787370179
2604,236,API,918,0.025756518420204988,4.3102880832563
2605,236,www,918,0.025756518420204988,4.443172717728496
2606,236,Website,918,0.025756518420204988,4.664807821879895
2607,237,Product DB,904,0.023999264558101967,0.07517407749690232
2608,237,Customer DB,938,0.007241031143260786,0.002063177993952757
2609,237,Order DB,930,0.00045955817956151637,0.20329145849821584
2610,237,Shipping Cost Service,906,0.0016140100781361542,0.1540410041652926
2611,237,Caching Service,904,0.09838744026125198,2.14367768436341
2612,237,Product Service,938,0.10636071940980818,2.284931108943809
2613,237,Auth Service,938,0.014820492447259926,0.1351926942741613
2614,237,Order Service,930,0.005326477579107279,0.7314845194596111
2615,237,API,938,0.12429429841326745,3.8286949837200366
2616,237,www,938,0.12429429841326745,3.870320190568113
2617,237,Website,938,0.12429429841326745,4.451636068181477
2618,238,Product DB,943,0.002750279057450725,0.2791236094688011
2619,238,Customer DB,879,0.0016293148618134906,0.12507085613742333
2620,238,Order DB,882,0.006713396993023058,0.023501388406289084
2621,238,Shipping Cost Service,866,0.004679434641529908,0.4662008177706022
2622,238,Caching Service,943,0.05736232987768424,2.280265706090117
2623,238,Product Service,879,0.06330200788452367,2.568660547293179
2624,238,Auth Service,879,0.0036321205285282186,0.3330056911332069
2625,238,Order Service,882,0.014357980846528956,0.8710501038972817
2626,238,API,879,0.0801044509979687,4.481375573309658
2627,238,www,879,0.0801044509979687,4.566080415459732
2628,238,Website,879,0.0801044509979687,4.9986489838638155
2629,239,Product DB,871,0.07302580171778879,0.22007887326726538
2630,239,Customer DB,933,0.0007115668837559377,0.17138050684301068
2631,239,Order DB,885,0.0040048332992728775,0.035806080118397116
2632,239,Shipping Cost Service,914,0.01914372310931898,0.1761813405434406
2633,239,Caching Service,871,0.07302580171778879,2.3256944463669704
2634,239,Product Service,933,0.0914185159617319,2.799013881213773
2635,239,Auth Service,933,0.040310247472659495,0.2801190422117047
2636,239,Order Service,885,0.022051330041607177,0.7663275822143182
2637,239,API,933,0.1472714574580679,4.477268684839849
2638,239,www,933,0.1472714574580679,4.483427803169006
2639,239,Website,933,0.1472714574580679,4.5874875446042935
2640,240,Product DB,919,0.004413125468254082,0.023777293404051554
2641,240,Customer DB,952,0.022971823214529213,0.05160946242864267
2642,240,Order DB,910,0.004338105743694445,0.6030014627885278
2643,240,Shipping Cost Service,872,0.006970293792043907,0.15539145644677527
2644,240,Caching Service,919,0.21929835262708594,2.2122560361296046
2645,240,Product Service,952,0.24254920647366196,2.3164141659045003
2646,240,Auth Service,952,0.022971823214529213,0.25639612655781746
2647,240,Order Service,910,0.004338105743694445,1.3121484165331991
2648,240,API,952,0.26315965068268876,4.447219359188185
2649,240,www,952,0.26315965068268876,4.53542410438508
2650,240,Website,952,0.26315965068268876,4.590876047920707
2651,241,Product DB,889,0.0034091847753548667,0.09706457345329887
2652,241,Customer DB,913,0.0009118807251134191,0.6199939584556929
2653,241,Order DB,893,0.014860246179428035,0.062492399569414096
2654,241,Shipping Cost Service,905,0.008093910206220724,0.1301848834840739
2655,241,Caching Service,889,0.0034091847753548667,2.368471533654442
2656,241,Product Service,913,0.04244986813511953,2.5869120314131466
2657,241,Auth Service,913,0.03912558088771544,0.8314976662948915
2658,241,Order Service,893,0.014860246179428035,0.7171913116266092
2659,241,API,913,0.09358726922070226,4.856476801221518
2660,241,www,913,0.09358726922070226,4.96133829720787
